,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,75.64,83.42,-125.24,-10.97,49.75,-56.6,,,, ,,,,, ,,
1,72.96,81.02,-128.31,61.08,-44.74,22.84,,,, ,L1,80,57,,,33.61176,
1,74.45,82.01,-127.46,58.12,-50.02,104.66,,,, ,L2,73,44,,,23.675652,
1,72.05,90.92,-129.12,6.05,-13.09,20.8,F42I104,I,6,0.60,3,,,,0.68,,15.70023
1,72.25,91.48,-129.46,8.5,-8.79,22.45,,,, ,,,,, ,,
1,70.63,92.92,-127.89,32.43,-64.33,110.55,,,, ,L1,32,26,,,6.132672,
1,72.95,92.42,-127.66,-163.92,74.64,-64.4,,,, ,L2,27,22,,,4.378374,
1,72.45,90.63,-129.71,60.25,-21,-21.74,,,, ,L3,32,22,,,5.189184,
1,72.46,92.08,-127.35,-77.2,46.23,-173.84,F42PC85,PC,8,0.80,4,,,,0.79,,71.624007
1,72.43,92.85,-127.5,-72.12,48.82,-168.58,,,, ,,,,, ,,
1,71.8,94.32,-130.39,-21.54,-23.7,10.06,,,, ,L1,40,28,,,8.25552,
1,71.34,92.69,-132.14,57.21,-37.95,-40.06,,,, ,L2,61,38,,,17.085978,
1,71.81,93.65,-131.46,-56.14,-41.6,26.54,,,, ,L3,64,36,,,16.982784,
1,71.07,95.91,-129.98,-24.7,-23.51,30.45,,,, ,L4,75,53,,,29.299725,
1,68.63,95.94,-127.5,-90.28,64.55,-20.76,F42VC46,VC,10,1.00,8,,,,0.82,,162.994923
1,69.35,96.28,-127.69,-93.18,65.96,-24.3,,,, ,,,,, ,,
1,69.09,94.56,-129.67,88.85,-4.67,-42.42,,,, ,L1,21,14,,,2.167074,
1,67.14,96.65,-127.95,6.08,67.14,66.2,,,, ,L2,28,21,,,4.334148,
1,67.66,95.02,-130.27,36.84,-47.06,13.06,,,, ,L3,42,34,,,10.525788,
1,71.51,95.86,-128.08,-177.89,26.51,-82.28,,,, ,L4,52,35,,,13.41522,
1,66.42,98.8,-129.43,-47.54,7.2,21.73,,,, ,L5,78,57,,,32.771466,
1,68.62,100.43,-129.18,-91.74,-12.51,-120.58,,,, ,L6,83,48,,,29.366064,
1,70.67,101.18,-127.86,-108.57,17.77,-14.12,,,, ,L7,98,47,,,33.950826,
1,70.16,100.96,-128.21,-109.06,21.29,-14.49,,,, ,L8,97,51,,,36.464337,
1,63.82,98.28,-127.31,-171.31,-21.72,-117.32,F42IF57,IF,7,0.70,2,,,25,0.62,,11.42505
1,64,97.7,-127.44,-170.73,-19.84,-116.62,,,, ,,,,, ,,
1,63.5,96.47,-125.83,126.09,-34.81,117.18,,,, ,L1,30,25,,,5.52825,
1,64.34,97.4,-129.02,70.48,-53.26,-6.68,,,, ,L2,32,25,,,5.8968,
1,63.85,97.92,-127.09,-176.95,-0.02,-117.93,F42PC86,PC,8,0.80,4,,,,0.76,,103.208742
1,63.41,98.42,-126.73,175.45,-31.36,-123.74,,,, ,,,,, ,,
1,65.43,100.29,-123.94,-136.21,46.22,-70.43,,,, ,L1,75,35,,,19.348875,
1,66.52,100.55,-125.76,-148.99,40.78,-40.05,,,, ,L2,63,50,,,23.21865,
1,60.17,98.46,-124.92,-171.82,84.8,-136.34,,,, ,L3,82,61,,,36.869742,
1,60.89,98.87,-126.21,-63.27,66.27,-47.04,,,, ,L4,75,43,,,23.771475,
1,60.24,97.5,-128.2,120.83,-36.2,-58.43,F42IF58,IF,5,0.50,3,,,26,0.51,,15.412761
1,60.13,97.05,-127.99,123.35,-36.43,-58.69,,,, ,,,,, ,,
1,59.44,96.75,-129.35,-48.25,-33.99,-53.18,,,, ,L1,30,20,,,4.4226,
1,61.38,96.44,-127.61,157.53,-15.36,91.17,,,, ,L2,31,21,,,4.798521,
1,59.27,97.92,-127.42,-23.25,19.75,-3.04,,,, ,L3,35,24,,,6.19164,
1,60.09,97.81,-127.6,-72.09,-43,-96.39,F42PC87,PC,5,0.50,2,,,,0.37,,39.8034
1,59.83,97.68,-127.37,-73.71,-44.37,-95.88,,,, ,,,,, ,,
1,56.41,99.83,-128.1,-31.67,25.69,5.87,,,, ,L1,67,46,,,22.717422,
1,56.47,98.14,-126.84,-54.05,27.78,-30.71,,,, ,L2,61,38,,,17.085978,
1,59.59,100.93,-126.96,-99.61,11.9,22.18,F42I105,I,4,0.40,1,,,,0.34,,5.351346
1,59.29,100.84,-126.82,-100.48,13.08,22.29,,,, ,,,,, ,,
1,60.35,101.14,-127.87,-24.01,-30.95,64.25,,,, ,L1,33,22,,,5.351346,
1,57.68,100.32,-128.54,-95.93,-10.2,-47.73,F42VC47,VC,5,0.50,6,,,,0.53,,68.830398
1,57.24,100.15,-128.79,-97.43,-9.39,-47.7,,,, ,,,,, ,,
1,57.35,100.83,-129.12,-93.71,-8.25,-61.85,,,, ,L1,15,11,,,1.216215,
1,57.7,100.9,-129.2,-162.48,-61.8,8.81,,,, ,L2,24,22,,,3.891888,
1,56.66,101.9,-131,-78.27,-23.9,-61.34,,,, ,L3,53,38,,,14.845194,
1,56.34,100.97,-128.98,-53.23,13.01,-0.94,,,, ,L4,34,31,,,7.769034,
1,54.66,101.92,-130.83,-30.34,3.18,3.7,,,, ,L5,71,41,,,21.456981,
1,55.95,101.12,-131.44,-8.23,-35.31,107.77,,,, ,L6,62,43,,,19.651086,
1,51.52,103.83,-124.66,-104.39,-4.62,-27.28,F42VC48,VC,8,0.80,4,,,RC6LUMIERE,0.87,,39.707577
1,50.81,103.43,-124.97,-111.68,2.67,-28.04,,,, ,,,,, ,,
1,50.95,104.16,-126.26,-56.14,-80.39,-130.3,,,, ,L1,25,23,,,4.238325,
1,49.96,104.81,-126.73,-51.82,-19.85,-34.44,,,, ,L2,48,38,,,13.444704,
1,49.22,104.87,-128,-57.52,-30.91,-60.56,,,, ,L3,58,36,,,15.390648,
1,50.33,103.49,-125.71,31.28,-35.96,39.45,,,, ,L4,30,30,,,6.6339,
1,45,106.17,-118.26,-26.72,-60.81,-124.08,F42IF59,IF,12,1.20,4,,,27,1.04,,25.599483
1,44.19,105.52,-118.28,-25.41,-63.23,-124.1,,,, ,,,,, ,,
1,45.65,107.12,-118.12,-153.61,-43.29,-170.86,,,, ,L1,22,20,,,3.24324,
1,43.77,107.43,-119.89,-106.69,-19.08,-76.26,,,, ,L2,43,29,,,9.191637,
1,43.25,106.43,-119.77,-87.32,-42.06,-74.27,,,, ,L3,33,26,,,6.324318,
1,45.96,104.81,-119.67,158.6,-23.94,38.04,,,, ,L4,32,29,,,6.840288,
1,44.93,105.35,-118.25,98.29,-44.21,-60.11,F42PC88,PC,9,0.90,4,,,,0.76,,76.149801
1,44.52,104.79,-117.94,104.77,-41.2,-60.64,,,, ,,,,, ,,
1,42.21,105.29,-123.57,79.83,-70.14,105.94,,,, ,L1,73,53,,,28.518399,
1,43.44,102.77,-119.85,70.3,-30.42,40.14,,,, ,L2,57,34,,,14.284998,
1,42.69,102.76,-119.32,56.57,-11.2,18.64,,,, ,L3,64,36,,,16.982784,
1,43.27,103.28,-120.15,73.38,-14.94,28.7,,,, ,L4,60,37,,,16.36362,
1,40.34,110.1,-113.13,-111.59,-26.79,-69.27,F42IF60,IF,10,1.00,5,,,28,0.95,,34.805862
1,39.5,109.83,-113.48,-119.19,-34.93,-56.01,,,, ,,,,, ,,
1,41.13,111.12,-116.13,-152.11,-41.52,-54.72,,,, ,L1,42,35,,,10.83537,
1,39.96,108.82,-116.5,120.02,-52.03,50.23,,,, ,L2,39,27,,,7.761663,
1,39.66,109.14,-116.02,58.71,-43.07,66.18,,,, ,L3,28,11,,,2.270268,
1,39.83,108.07,-115.61,157.62,-63.59,26.3,,,, ,L4,31,23,,,5.255523,
1,39.83,107.35,-113.4,102.83,-14.28,163.39,,,, ,L5,38,31,,,8.683038,
1,40.09,109.5,-114.34,-177.94,-17.8,-64.28,F42PL26,PL,115,11.50,9,,,,11.29,,200.410119
1,34.7,117.86,-119.69,173.5,-5.75,-50.57,,,, ,,,,, ,,
1,39.49,114.47,-116.6,-86.17,-10.63,-49.47,,,, ,L1,86,55,,,34.86483,
1,35.06,111.49,-117.26,13.18,-15.35,26.46,,,, ,L2,77,51,,,28.945917,
1,38.39,112.61,-119.72,63.87,-62.22,66.14,,,, ,L3,77,45,,,25.540515,
1,37.52,117.08,-116.84,-102,13.6,-2.25,,,, ,L4,78,45,,,25.87221,
1,37.47,116.47,-119.87,179.21,-19.29,-1.11,,,, ,L5,72,43,,,22.820616,
1,33.93,115.96,-120.62,57.35,-28.04,4.12,,,, ,L6,66,43,,,20.918898,
1,35.5,120.32,-119.21,-84.59,-5.73,-27.74,,,, ,L7,62,44,,,20.108088,
1,35.15,118.03,-121.92,102.88,-52.32,42.09,,,, ,L8,55,33,,,13.378365,
1,34.03,118.27,-121.04,-41.32,-26.88,20.1,,,, ,L9,40,27,,,7.96068,
1,38.8,109.46,-110.19,170.51,14.73,-128.2,F42I106,I,5,0.50,4,,,,0.39,,15.390648
1,38.7,109.49,-109.81,169.84,17.33,-127.16,,,, ,,,,, ,,
1,40.26,109.68,-110.1,174.59,-32.99,164.62,,,, ,L1,25,18,,,3.31695,
1,39.37,110.78,-110.88,-86.54,-57.45,138.86,,,, ,L2,30,21,,,4.64373,
1,38.42,108.97,-112.26,-155.17,-45.12,-40.22,,,, ,L3,18,12,,,1.592136,
1,37.44,109.57,-110.26,31.67,48.15,7.1,,,, ,L4,33,24,,,5.837832,
1,38.89,109.81,-109.91,-123.1,-30.3,-129.45,F42PC89,PC,9,0.90,4,,,,0.84,,76.687884
1,38.53,110.07,-109.2,-127.91,-28.93,-127.95,,,, ,,,,, ,,
1,40.86,112.41,-110.13,-146.17,10.63,-44.61,,,, ,L1,42,27,,,8.358714,
1,37.51,113.38,-110.59,-108.43,3.45,-59.3,,,, ,L2,70,39,,,20.12283,
1,37.27,112.24,-111.11,-100.89,-13.11,-46.2,,,, ,L3,66,40,,,19.45944,
1,35.44,111.25,-106.54,-44.11,62.36,-32.72,,,, ,L4,78,50,,,28.7469,
1,40.98,108.52,-111.24,87.02,20.61,-4.85,F42I107,I,6,0.60,4,,,,0.60,,24.427494
1,41.25,108.52,-110.7,88.42,15.27,0.2,,,, ,,,,, ,,
1,41.47,108.38,-111.48,-113.77,14.01,29.7,,,, ,L1,33,26,,,6.324318,
1,40.23,105.98,-111.82,142.08,-6.14,86.02,,,, ,L2,36,28,,,7.429968,
1,40.27,108.43,-111.15,170.44,-72.91,1.08,,,, ,L3,23,16,,,2.712528,
1,40.58,108.73,-111.81,112.32,-9.65,70.95,,,, ,L4,40,27,,,7.96068,
1,39.98,107.9,-111.13,149.42,3.25,110.12,F42PC90,PC,11,1.10,4,,,,1.19,,89.881974
1,40.52,107.48,-110.16,147.46,2.56,108.77,,,, ,,,,, ,,
1,38.83,104.72,-108.84,81.7,46.15,25.19,,,, ,L1,66,36,,,17.513496,
1,38.67,104.53,-109.25,76.48,41.71,25.64,,,, ,L2,70,35,,,18.05895,
1,36.59,104.29,-111.78,51.22,13.72,74.4,,,, ,L3,81,56,,,33.434856,
1,41.39,104.48,-109.99,134.25,25.07,64.47,,,, ,L4,59,48,,,20.874672,
1,38.17,109.59,-108.35,119.43,2.14,84.76,F42I108,I,9,0.90,6,,,,0.96,,32.181786
1,37.37,109.06,-108.32,123.38,2.31,87.57,,,, ,,,,, ,,
1,37.68,107.05,-108.61,133.6,-7.35,67.56,,,, ,L1,38,24,,,6.722352,
1,37.44,109.59,-107.14,129.49,62.06,124.36,,,, ,L2,23,14,,,2.373462,
1,36.57,108.64,-109.14,5,-54.01,-167.19,,,, ,L3,24,20,,,3.53808,
1,36.06,110.05,-109.2,-81.45,-53.06,-111.95,,,, ,L4,35,26,,,6.70761,
1,36.99,110.31,-108.13,-131.68,-13.28,-43.74,,,, ,L5,33,24,,,5.837832,
1,35.61,110,-108.51,-34.29,-50.92,-131.27,,,, ,L6,38,25,,,7.00245,
1,37.38,108.84,-108.83,65.98,33.1,-55.86,F42PC91,PC,14,1.40,4,,,,1.23,,86.270184
1,36.38,108.88,-108.11,69.69,33.11,-54.13,,,, ,,,,, ,,
1,34.53,109.55,-106.8,-2.85,43.69,-13.22,,,, ,L1,61,40,,,17.98524,
1,32.6,108.38,-109.73,32.29,0.61,89.59,,,, ,L2,66,39,,,18.972954,
1,32.95,109.93,-108.03,-3.56,23.93,-18.24,,,, ,L3,71,40,,,20.93364,
1,32.83,111.38,-108.93,-10.56,-13.55,-73.76,,,, ,L4,70,55,,,28.37835,
1,37.52,109.2,-106.49,-168.2,-30.16,-149.41,F42IF61,IF,9,0.90,4,,,29,1.07,,23.741991
1,37.23,109.3,-105.47,-178.79,-40.98,-147.98,,,, ,,,,, ,,
1,37.84,110.38,-106.83,-116.73,-54.12,-143.46,,,, ,L1,33,25,,,6.081075,
1,37.41,110.94,-106.01,-3.96,6.51,118.13,,,, ,L2,23,19,,,3.221127,
1,38.44,108.63,-107.37,38.18,14.09,-62.62,,,, ,L3,35,27,,,6.965595,
1,35.88,109.61,-106.22,54.62,36.81,63.51,,,, ,L4,39,26,,,7.474194,
1,38.93,109.75,-106.42,102.31,19.53,32.17,F42PL27,PL,82,8.20,6,,,,7.98,,143.012142
1,42.98,109.87,-99.55,110.36,22.66,41.15,,,, ,,,,, ,,
1,40.91,111.74,-105.58,-163.86,-12.6,-138.37,,,, ,L1,64,41,,,19.341504,
1,42.08,107.17,-102.86,156.86,33.66,151.58,,,, ,L2,82,63,,,38.078586,
1,39.25,107.25,-99.46,167.13,60.59,178.76,,,, ,L3,84,47,,,29.100708,
1,44.36,110.26,-100.87,177.82,-1.69,-52.84,,,, ,L4,67,42,,,20.741994,
1,41.35,111.31,-99.29,-39.02,52.31,29.67,,,, ,L5,58,38,,,16.245684,
1,43.33,112.28,-99.49,-135.4,10.49,-24.78,,,, ,L6,63,42,,,19.503666,
1,31.73,109.33,-93.94,-113.58,23.19,-91.42,F42I109,I,2,0.20,3,,,,0.17,,6.56019
1,31.64,109.46,-93.87,-113.67,23.6,-91.47,,,, ,,,,, ,,
1,31.38,110.6,-94.46,-21.01,-17.78,101.12,,,, ,L1,26,14,,,2.683044,
1,31.72,109.78,-95.74,103.81,-13.39,40.51,,,, ,L2,16,11,,,1.297296,
1,30.47,108.8,-95.25,71.25,5.85,64.43,,,, ,L3,25,14,,,2.57985,
1,31.95,109.66,-93.85,-107.88,9.21,-112.97,F42PC92,PC,4,0.40,3,,,,0.42,,27.589653
1,31.72,109.68,-93.5,-105.69,11.87,-107.86,,,, ,,,,, ,,
1,29.66,109.85,-92.77,-28.2,50.42,-33.63,,,, ,L1,42,29,,,8.977878,
1,29.56,109.43,-93.57,16.27,34.65,20.15,,,, ,L2,50,32,,,11.7936,
1,29.99,109.57,-94.99,-74.55,-78.06,-132.73,,,, ,L3,37,25,,,6.818175,
1,31.2,108.71,-84.82,-141.97,-2.7,-160.27,F42IF62,IF,13,1.30,7,,,30,1.34,,50.985207
1,30.92,108.9,-83.52,-141.9,-12.22,-164.1,,,, ,,,,, ,,
1,32.46,109.17,-83.94,-160.44,-23.02,-151.24,,,, ,L1,24,12,,,2.122848,
1,32.81,108.92,-85.42,-157.21,-77.29,-149.11,,,, ,L2,34,28,,,7.017192,
1,30.62,110.94,-84.95,-79.51,-47.25,-169.19,,,, ,L3,44,35,,,11.35134,
1,29.8,109.72,-84.94,15.61,-54.64,104.74,,,, ,L4,23,21,,,3.560193,
1,29.12,108.74,-85.17,23.3,-29.55,122.75,,,, ,L5,42,30,,,9.28746,
1,29.21,107.51,-83.56,42.25,-13.14,126.25,,,, ,L6,46,35,,,11.86731,
1,29.94,107.41,-84.64,71.63,-29.43,103.55,,,, ,L7,28,28,,,5.778864,
1,30.98,108.22,-84.07,64.42,17.5,15.97,F42PL28,PL,167,16.70,9,,,,16.73,,205.628787
1,33.15,103.79,-68.08,57,39.82,-5.5,,,, ,,,,, ,,
1,33.55,110.17,-79.75,173.88,21.9,-141.9,,,, ,L1,63,45,,,20.896785,
1,30.47,107.01,-85.72,-3.83,-77.13,-72.52,,,, ,L2,45,36,,,11.94102,
1,31.07,105.52,-78.81,62.38,53.04,111.83,,,, ,L3,81,60,,,35.82306,
1,30.5,107.62,-76.45,126.38,80.04,160.39,,,, ,L4,82,45,,,27.19899,
1,33.96,107.35,-74.56,-141.97,48.11,-126.59,,,, ,L5,73,48,,,25.827984,
1,31.7,106.37,-71.1,-60.42,25.03,-50.85,,,, ,L6,63,41,,,19.039293,
1,34,102.52,-69.19,116.24,13.88,76.18,,,, ,L7,60,44,,,19.45944,
1,32.85,106.54,-66.57,-80.21,31.63,-31.1,,,, ,L8,75,42,,,23.21865,
1,31.89,102.59,-69.08,58.16,14.66,35.53,,,, ,L9,67,45,,,22.223565,
1,88.56,82.73,-101.21,-31.23,35.42,30.1,F42VC49,VC,6,0.60,6,,,,0.48,,61.592076
1,88.65,82.5,-101.62,-28.65,40.32,30.3,,,, ,,,,, ,,
1,88.04,84.69,-102.79,-81.32,-3.86,19.1,,,, ,L1,45,33,,,10.945935,
1,87.07,83,-104.63,17.09,-37.23,63.03,,,, ,L2,48,40,,,14.15232,
1,88.82,83.27,-102.28,60.66,-44.71,42.64,,,, ,L3,10,8,,,0.58968,
1,89.03,81.94,-103.08,97.36,-57.17,-17.76,,,, ,L4,22,18,,,2.918916,
1,88.19,84.83,-102.7,-74.6,0.54,22.11,,,, ,L5,46,34,,,11.528244,
1,90.49,84.78,-104.21,-134.29,-42,-51.76,,,, ,L6,71,41,,,21.456981,
1,87.18,89.33,-95.34,-176.51,22.13,-98.08,F42IF63,IF,4,0.40,6,,,31,0.43,,13.85748
1,87.17,89.57,-94.98,179.31,11.71,-108.46,,,, ,,,,, ,,
1,87.72,89.53,-94.58,151.42,12.41,-80.28,,,, ,L1,23,18,,,3.051594,
1,88.04,90.23,-95.69,162.58,-9.79,-65.42,,,, ,L2,22,19,,,3.081078,
1,87.93,89.81,-95.74,133.8,-26.95,-87.53,,,, ,L3,11,10,,,0.81081,
1,86.53,91.15,-95.52,31.32,-2.15,79.28,,,, ,L4,19,16,,,2.240784,
1,85.44,89.49,-93.85,53.24,51.89,81.21,,,, ,L5,25,16,,,2.9484,
1,86.62,89.18,-94.69,42.27,6.67,46.47,,,, ,L6,18,13,,,1.724814,
1,87.03,89.74,-95.88,-177.45,-1.02,-74.57,F42PC93,PC,7,0.70,3,,,,0.72,,53.034345
1,86.32,89.68,-95.8,175.19,12.88,-38.33,,,, ,,,,, ,,
1,88.53,90.34,-97.3,166.86,-26.96,-48.03,,,, ,L1,58,34,,,14.535612,
1,85.35,88.93,-97.88,26.68,-22,27.86,,,, ,L2,65,35,,,16.769025,
1,86.55,92.59,-98.47,-106.18,-47.94,-121.25,,,, ,L3,67,44,,,21.729708,
1,88.8,91.21,-91.98,129.67,69.64,117.7,F42I110,I,5,0.50,4,,,,0.50,,18.213741
1,88.93,91.42,-91.54,129.49,68.93,115.42,,,, ,,,,, ,,
1,89.02,91.03,-90.77,-47.91,31.32,62.12,,,, ,L1,25,20,,,3.6855,
1,89.35,91.48,-92.1,-157.84,-87.86,-157.14,,,, ,L2,27,19,,,3.781323,
1,88.58,90.69,-92.89,130.49,-35.75,-23.58,,,, ,L3,27,18,,,3.582306,
1,89.43,88.23,-92.35,84.1,19.99,-0.77,,,, ,L4,36,27,,,7.164612,
1,88.21,90.24,-90.29,46.14,64,74.24,F42I111,I,4,0.40,3,,,,0.47,,17.336592
1,87.92,89.99,-90.01,47.76,65.42,75.35,,,, ,,,,, ,,
1,87.18,92.37,-89.95,-105.73,-19,-121.58,,,, ,L1,31,26,,,5.941026,
1,87.95,89.9,-90.21,92.65,-54.74,72.93,,,, ,L2,29,26,,,5.557734,
1,89.31,91.08,-89.43,131.15,39.34,-60.28,,,, ,L3,33,24,,,5.837832,
1,87.82,90.76,-89.76,86.63,61.22,116.23,F42PC94,PC,5,0.50,3,,,,0.65,,39.309543
1,87.67,91.31,-89.45,89.42,61.47,117.95,,,, ,,,,, ,,
1,86.88,94.15,-89.41,-88.76,23.08,-16.72,,,, ,L1,48,35,,,12.38328,
1,84.8,91.78,-89.28,-29.95,29.39,52.56,,,, ,L2,52,26,,,9.965592,
1,84.51,92.83,-91.44,-24.29,-8.4,104.31,,,, ,L3,59,39,,,16.960671,
1,87.69,98.07,-83.43,-30.53,32.47,39,F42I112,I,2,0.20,1,,,,0.22,,1.40049
1,87.53,98.15,-83.3,-30.56,32.1,37.26,,,, ,,,,, ,,
1,87.79,98.76,-83.64,-123.62,-84.05,-148.38,,,, ,L1,19,10,,,1.40049,
1,88.15,98.41,-79.63,-64.87,22.71,-13.75,F42IF64,IF,10,1.00,8,,,32,1.13,,48.94344
1,88.43,98.35,-78.54,-64.57,17.23,-14.71,,,, ,,,,, ,,
1,88.42,99.69,-81.02,-8.61,-33.52,73.92,,,, ,L1,18,18,,,2.388204,
1,86.54,101.19,-80.64,-6.68,-42.68,131.28,,,, ,L2,35,26,,,6.70761,
1,87.25,100.39,-81.19,13.45,-61.58,129.57,,,, ,L3,37,28,,,7.636356,
1,87.02,99.52,-81.25,24.02,-19.64,84.04,,,, ,L4,27,23,,,4.577391,
1,86.7,98.47,-80.68,35.43,-19.1,113.8,,,, ,L5,42,33,,,10.216206,
1,89.47,99.78,-81.12,173.69,-51.99,-102.05,,,, ,L6,40,30,,,8.8452,
1,89.14,98.19,-81.1,70.47,-65.54,-63.9,,,, ,L7,35,25,,,6.449625,
1,89.07,98.86,-79.37,136.11,-16.43,-117.81,,,, ,L8,24,12,,,2.122848,
1,88.57,99.57,-79.74,-8.93,33.79,-16.11,F42PL29,PL,132,13.20,9,,,,13.19,,227.874465
1,84.34,98.92,-67.26,-16.29,21.42,-17.48,,,, ,,,,, ,,
1,85.64,100.56,-79.15,-25.55,26.35,57.9,,,, ,L1,57,32,,,13.444704,
1,86.82,96.42,-72.84,37.87,68.42,89.74,,,, ,L2,93,60,,,41.13018,
1,86.77,102.82,-74.02,-82.2,42.85,-32.9,,,, ,L3,81,43,,,25.673193,
1,83.68,100.67,-75.7,-32.24,20.95,54.21,,,, ,L4,82,45,,,27.19899,
1,85.53,100.68,-69.94,115.63,65.16,164.7,,,, ,L5,73,42,,,22.599486,
1,85.55,101.27,-71.02,-124.59,23.58,-10.94,,,, ,L6,66,45,,,21.89187,
1,82.56,97.23,-68.28,49.41,27.33,52.19,,,, ,L7,66,47,,,22.864842,
1,85.23,99.62,-66.42,-133.95,34.37,-18.69,,,, ,L8,75,45,,,24.877125,
1,82.34,101.14,-66.81,-56.33,29.24,26.24,,,, ,L9,85,45,,,28.194075,
1,79.07,69.78,-105.59,-50.4,45.98,1.31,F42I113,I,6,0.60,6,,,,0.52,,38.793573
1,79.2,69.57,-106.05,-49.9,46.53,2.85,,,, ,,,,, ,,
1,79.03,70.37,-106.7,-114.17,-0.05,-55.96,,,, ,L1,23,16,,,2.712528,
1,80.47,70.78,-107.3,-108.58,21.07,21.06,,,, ,L2,42,34,,,10.525788,
1,81,68.13,-105.65,-169.16,15.61,53.1,,,, ,L3,37,28,,,7.636356,
1,80.24,68.33,-106.86,142.37,-5.77,0.92,,,, ,L4,30,25,,,5.52825,
1,77.95,71.02,-105.36,-103.87,42.61,-40.65,,,, ,L5,43,35,,,11.093355,
1,78.49,69.58,-104.33,-54.97,39.77,-120.49,,,, ,L6,16,11,,,1.297296,
1,79.33,69.17,-105.63,-62.07,42.46,-42.9,F42PC95,PC,10,1.00,4,,,,1.14,,109.945836
1,78.5,69.12,-106.41,-64.37,44.27,-43.3,,,, ,,,,, ,,
1,74.37,68.72,-104.33,2.14,45.33,21.53,,,, ,L1,84,53,,,32.815692,
1,74.43,70.55,-108.88,-18.53,-1.13,22.46,,,, ,L2,83,49,,,29.977857,
1,77.13,69.67,-109.98,5.09,-27.05,40.93,,,, ,L3,77,48,,,27.243216,
1,77.87,64.76,-106.26,85.07,22.05,3.31,,,, ,L4,73,37,,,19.909071,
1,81.11,76.46,-101.14,-179.37,42.44,-88.92,F42VC50,VC,7,0.70,4,,,RC5OMBRE,0.80,,34.230924
1,81.28,77.24,-101.05,178.2,41.96,-92.22,,,, ,,,,, ,,
1,80.84,75.77,-101.27,89.54,-8.64,2.15,,,, ,L1,17,12,,,1.503684,
1,81.27,77.72,-100.02,-83.8,35.9,-11.01,,,, ,L2,30,22,,,4.86486,
1,79.77,78.81,-102.2,-40.49,-14.24,57.34,,,, ,L3,56,45,,,18.57492,
1,81.77,78.95,-102.65,-50.34,-63.68,179.27,,,, ,L4,42,30,,,9.28746,
1,78.34,75.15,-97.42,-110.06,25.24,-42.99,F42IF65,IF,9,0.90,5,,,33,0.96,,22.002435
1,77.77,74.4,-97.24,-112.17,23.41,-43.71,,,, ,,,,, ,,
1,79.04,76.48,-95.48,177.03,33.23,-107.33,,,, ,L1,28,25,,,5.1597,
1,78.1,76.68,-97.79,-148.31,-26.2,-70.19,,,, ,L2,26,19,,,3.641274,
1,78.09,76.22,-98.57,-139.74,-60.92,-61.14,,,, ,L3,37,28,,,7.636356,
1,78.51,74.28,-98.02,160.19,-9.54,45.69,,,, ,L4,29,19,,,4.061421,
1,79.24,74.25,-96.56,-171.07,-17.04,91.77,,,, ,L5,17,12,,,1.503684,
1,78.33,75.27,-96.53,-39.55,-61.04,-29.54,F42PC96,PC,6,0.60,4,,,,0.54,,92.756664
1,77.95,75.09,-96.19,-47.81,-62.45,-22.09,,,, ,,,,, ,,
1,74.65,74.7,-97.64,-23.98,30.67,-1.32,,,, ,L1,72,41,,,21.759192,
1,74.64,74.35,-99.06,-58.11,-18.22,-59.56,,,, ,L2,59,33,,,14.351337,
1,75.87,73.23,-99.24,68.81,6.45,48.64,,,, ,L3,70,43,,,22.18671,
1,78,70.44,-98.67,116.51,6.13,24.66,,,, ,L4,85,55,,,34.459425,
1,79.2,75.8,-93.29,-112.41,0.87,-109.52,F42VC51,VC,2,0.20,3,,,,0.25,,18.773937
1,79.09,75.96,-93.14,-113.8,-0.24,-111.46,,,, ,,,,, ,,
1,79.48,78.5,-94.65,-46.47,-43.53,143.99,,,, ,L1,33,21,,,5.108103,
1,78.1,74.96,-95.95,97.7,-35.11,-57.58,,,, ,L2,46,29,,,9.832914,
1,78.6,74.48,-92.88,57.07,38.67,52.77,,,, ,L3,26,20,,,3.83292,
1,81.56,79.33,-95.09,-38.41,-10.7,98,F42I114,I,4,0.40,4,,,,0.45,,17.54298
1,81.82,79.46,-94.75,-37.43,-11.05,98.26,,,, ,,,,, ,,
1,80.85,80.58,-94.89,-5.81,19.03,50.17,,,, ,L1,31,32,,,7.312032,
1,81.34,80.7,-96.04,24.31,-21.14,61.18,,,, ,L2,18,14,,,1.857492,
1,82.23,79.5,-96.65,34.76,-24.49,16.33,,,, ,L3,26,20,,,3.83292,
1,82.89,79.04,-95.18,151.96,-0.29,-48.18,,,, ,L4,28,22,,,4.540536,
1,81.37,86.8,-88.31,-70.66,45.63,-3.37,F42I115,I,4,0.40,5,,,,0.34,,26.211276
1,81.6,87.04,-88.25,-67.73,45.53,-0.86,,,, ,,,,, ,,
1,79.78,86.98,-88.23,58.23,-7.72,98.7,,,, ,L1,33,30,,,7.29729,
1,80.37,86.59,-88.74,16.18,-11.63,68.28,,,, ,L2,10,7,,,0.51597,
1,81.33,85.52,-89.3,26.89,-33.8,2.21,,,, ,L3,33,28,,,6.810804,
