,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,128.31,73.45,-139.74,15.74,-0.41,24.84,,,, ,L5,65,40,,,19.1646,
1,129.53,75.62,-137.98,41.26,-17.5,83.26,,,, ,L6,22,15,,,2.43243,
1,134.25,79.16,-139.81,173.4,7.03,58.75,F48VC103,VC,2,0.20,2,,,,0.41,,10.297287
1,133.87,79.22,-139.95,-178.76,13.2,59.7,,,, ,,,,,,,
1,134.29,77.65,-141.91,76.47,-27.38,-5.94,,,, ,L1,42,28,,,8.668296,
1,133.87,79.43,-140.85,-57.01,-9.05,12.96,,,, ,L2,17,13,,,1.628991,
1,136.4,79.17,-140.48,78.62,-23.62,-70.2,F48VL9,VL,183,18.30,15,,,,18.19,,400.105251
1,151.93,84.46,-148.34,78.19,-3.51,-47.4,,,, ,,,,,,,
1,136.83,78.17,-140.34,24.9,-30.06,-53.19,,,, ,L1,19,16,,,2.240784,
1,137.06,80.74,-138.24,-24.87,61.85,78,,,, ,L2,34,27,,,6.766578,
1,136.65,80.86,-141.21,-22.45,-23.33,12.45,,,, ,L3,26,23,,,4.407858,
1,137.26,83.1,-141.29,-78.53,-1.97,17.82,,,, ,L4,54,39,,,15.523326,
1,140.23,78.81,-140.98,147.08,-29.6,-6.78,,,, ,L5,71,48,,,25.120368,
1,137.83,82.12,-143.04,-52.8,-33.96,17.39,,,, ,L6,79,52,,,30.280068,
1,137.33,83.03,-141.14,-61.2,-24.64,-1.15,,,, ,L7,56,39,,,16.098264,
1,141.32,83.8,-140.94,-138.89,-22.94,14.03,,,, ,L8,95,56,,,39.21372,
1,141.7,75.99,-142,115.11,25.96,1.78,,,, ,L9,105,60,,,46.4373,
1,141.66,86.05,-141.93,-93.87,21.63,4.67,,,, ,L10,110,61,,,49.45941,
1,146.68,83.29,-143.94,-154.43,-44.63,-24.34,,,, ,L11,96,48,,,33.965568,
1,146.68,79.62,-145.46,86.49,10.73,9.33,,,, ,L12,97,58,,,41.469246,
1,149.68,87.53,-145.84,-110.6,0.94,1.15,,,, ,L13,90,50,,,33.1695,
1,153.56,82.94,-147.25,133.79,4.34,16.76,,,, ,L14,82,45,,,27.19899,
1,150.54,86.83,-149.76,-41.56,-28.62,5.66,,,, ,L15,83,47,,,28.754271,
1,128.91,80.46,-139.19,131.97,45.43,-54.23,F48VC104,VC,3,0.30,4,,,,0.15,,40.5405
1,128.99,80.48,-139.06,137.93,44.22,-49.04,,,, ,,,,,,,
1,127.68,79.22,-137.39,33.21,47.12,22.53,,,, ,L1,62,35,,,15.99507,
1,129.33,83.41,-139.99,-115.19,-16.05,-11.92,,,, ,L2,44,25,,,8.1081,
1,127.98,81.94,-138.74,-36.67,-78.26,-168.89,,,, ,L3,32,20,,,4.71744,
1,129.28,84,-137.95,-74.86,19.83,-2.59,,,, ,L4,53,30,,,11.71989,
1,130.82,93.73,-136.2,128.75,28.07,-86.56,F48VC105,VC,10,1.00,10,,,,0.87,,158.218515
1,131.53,94.21,-136.32,127.07,29.8,-85.27,,,, ,,,,,,,
1,131.96,92.55,-136.65,102.87,-13.6,-47.93,,,, ,L1,28,22,,,4.540536,
1,133.49,93.36,-138.65,123.52,-20.25,-3.82,,,, ,L2,77,36,,,20.432412,
1,130.34,92.59,-138.23,45.16,-21.38,2.89,,,, ,L3,40,26,,,7.66584,
1,135.91,92.5,-134.63,156.32,31.03,0.48,,,, ,L4,100,47,,,34.6437,
1,130.21,97.18,-132.75,-28.23,72.23,13.62,,,, ,L5,79,38,,,22.127742,
1,131.02,97.57,-137.56,-96.89,1.5,18.96,,,, ,L6,77,38,,,21.567546,
1,129.22,95.57,-137.01,-71.76,67.13,-29.17,,,, ,L7,27,20,,,3.98034,
1,130.71,96.83,-132.16,-15.31,84.95,55.15,,,, ,L8,80,39,,,22.99752,
1,130.22,93.63,-138.63,56.41,-38.52,3.87,,,, ,L9,39,27,,,7.761663,
1,129.39,93.87,-133.82,112.28,79.81,163.66,,,, ,L10,53,32,,,12.501216,
1,128.99,96.4,-137.49,-175.03,2.51,-19,F48VL10,VL,190,19.00,18,,,,18.91,,418.267395
1,125.74,104.46,-154.28,-168.86,20.16,-4.96,,,, ,,,,,,,
1,127.31,95.31,-139.41,25.11,-13.73,-2.6,,,, ,L1,34,28,,,7.017192,
1,128.04,93.82,-140.41,64.16,-15.42,-9.03,,,, ,L2,59,38,,,16.525782,
1,131.51,96.15,-138.66,163.63,-9.61,9.91,,,, ,L3,47,37,,,12.818169,
1,131.42,98.54,-139.19,-153.11,-14.03,-5.02,,,, ,L4,67,39,,,19.260423,
1,126.97,99.09,-138.15,-57.16,-3.63,11.92,,,, ,L5,51,39,,,14.660919,
1,125.42,96.62,-140.42,8.2,-12.89,0.38,,,, ,L6,74,36,,,19.636344,
1,131.01,94.77,-140.62,117.92,-7.98,7.77,,,, ,L7,83,36,,,22.024548,
1,130.02,100.09,-140.39,-109.22,-15.58,-3.83,,,, ,L8,88,36,,,23.351328,
1,126.24,95.5,-143.02,44.47,-17.62,2.8,,,, ,L9,97,39,,,27.884493,
1,131.19,99.61,-143.6,-164.2,-30.08,-16.31,,,, ,L10,102,47,,,35.336574,
1,125.45,102.11,-143.6,-40.38,4.12,5.75,,,, ,L11,100,59,,,43.4889,
1,126.64,96.47,-146.94,65.25,-2.09,4.36,,,, ,L12,93,53,,,36.331659,
1,129.14,103.12,-147.91,-117.92,-39.46,-6.6,,,, ,L13,80,42,,,24.76656,
1,124.48,102.18,-150.42,0.69,-22.02,-7.63,,,, ,L14,82,47,,,28.407834,
1,129.13,102.19,-152.8,131.61,-18.5,2.58,,,, ,L15,65,41,,,19.643715,
1,126.62,107.08,-153.55,-83.49,-10.75,2.85,,,, ,L16,78,44,,,25.297272,
1,125.51,103.19,-155.9,49.18,-44.31,11.32,,,, ,L17,75,43,,,23.771475,
1,128.94,105.99,-155.26,-138.51,-27.92,-3.72,,,, ,L18,68,36,,,18.044208,
1,127.92,99.32,-135.33,162.82,30.91,-37.41,F48VC106,VC,24,2.40,10,,,,2.05,,194.380641
1,126.66,100.7,-134.49,159.13,29.2,-40.94,,,, ,,,,,,,
1,130.83,97.58,-135.17,119.01,20.64,-36.98,,,, ,L1,39,30,,,8.62407,
1,129.28,97.37,-130.97,-179.37,80.16,-148,,,, ,L2,67,39,,,19.260423,
1,131.44,101.55,-132.43,-151.02,61.99,-14.2,,,, ,L3,97,47,,,33.604389,
1,130.65,101.73,-135.3,-134.06,44.04,-8.65,,,, ,L4,57,33,,,13.864851,
1,128.7,99.63,-137.13,70.71,-58.05,45.51,,,, ,L5,29,25,,,5.343975,
1,127.19,96.38,-135.86,42.52,-16.19,17.57,,,, ,L6,51,33,,,12.405393,
1,125.16,99.97,-136.56,-3.5,-9.18,23.43,,,, ,L7,80,43,,,25.35624,
1,126.87,102.42,-137.52,-87.11,-7.73,6.94,,,, ,L8,82,43,,,25.990146,
1,127.79,102.15,-132.36,-61.86,63.48,-7.23,,,, ,L9,44,30,,,9.72972,
1,124.93,99.39,-131.68,-3.32,34.21,33.53,,,, ,L10,101,54,,,40.201434,
1,129.51,102.13,-135.82,-164.68,46.48,-6.07,F48VC107,VC,4,0.40,4,,,,0.66,,33.073677
1,129.84,102.01,-136.38,-162.77,47.81,-4.27,,,, ,,,,,,,
1,129.67,101.87,-137.23,-34.18,-53.27,26.39,,,, ,L1,21,14,,,2.167074,
1,131.27,104.14,-136.38,-113.41,21.75,40.01,,,, ,L2,53,33,,,12.891879,
1,129.87,100.11,-136.94,104.66,19.48,-37.03,,,, ,L3,28,21,,,4.334148,
1,129.03,100.79,-138.62,30.3,-31.14,3.27,,,, ,L4,58,32,,,13.680576,
1,127.58,105.39,-134.54,-172.78,-9.72,-21.86,F48IF74,IF,8,0.80,4,,,8,0.68,,22.03929
1,127.66,106.03,-134.77,-109,-13.41,47.73,,,, ,,,,,,,
1,128.5,104.88,-136.45,137.03,12.79,-19.46,,,, ,L1,34,25,,,6.26535,
1,127.7,104.82,-137.15,116.49,-27.65,-11.35,,,, ,L2,32,20,,,4.71744,
1,127,103.82,-136.33,77.65,-19.4,23.62,,,, ,L3,41,25,,,7.555275,
1,128.39,103.83,-134.62,87.21,14.29,66.22,,,, ,L4,25,19,,,3.501225,
1,127.33,106.08,-134.6,-164.32,3.49,-4.84,F48PC107,PC,28,2.80,4,,,,2.82,,77.46921
1,126.06,108.33,-133.47,-163.97,4.61,1.03,,,, ,,,,,,,
1,129.79,107.49,-137.22,169.5,-13.52,-47.48,,,, ,L1,65,41,,,19.643715,
1,124.54,104.67,-135.52,64.62,26.23,14.02,,,, ,L2,64,34,,,16.039296,
1,126.83,110.24,-136.39,-118.91,-19.74,-11.98,,,, ,L3,62,29,,,13.253058,
1,125.92,110.33,-132.46,-62.02,40,-17.59,,,, ,L4,79,49,,,28.533141,
1,128.27,108,-132.86,131.37,25.46,-39.03,F48PC108,PC,30,3.00,5,,,,2.92,,98.609238
1,129.92,108.67,-130.54,128.33,23.54,-40.84,,,, ,,,,,,,
1,132.56,105.73,-129.6,145.11,39.99,-32.92,,,, ,L1,93,53,,,36.331659,
1,132.06,108.42,-132.84,169.51,33.21,-16.63,,,, ,L2,74,43,,,23.454522,
1,133.38,109.57,-130.9,161.03,9.6,-70.98,,,, ,L3,57,30,,,12.60441,
1,131.49,106.07,-130.92,89.03,15.1,-43.72,,,, ,L4,44,25,,,8.1081,
1,130.23,111.06,-129.08,-93.81,57.44,17.28,,,, ,L5,63,39,,,18.110547,
1,128.72,110.67,-133.71,121.4,-13.32,-72.47,F48IF76,IF,8,0.80,4,,9,,1.08,,40.260402
1,129.38,111.49,-133.95,119.28,-12.63,-72.35,,,, ,,,,,,,
1,130.38,110.36,-132.4,120.98,17.5,-94.94,,,, ,L1,43,20,,,6.33906,
1,130.67,110.12,-133.68,142.38,11.04,-10.2,,,, ,L2,42,30,,,9.28746,
1,129.82,110,-135.15,50.03,-9.73,-3.67,,,, ,L3,46,33,,,11.189178,
1,127.18,111.37,-134.19,18.02,-34.09,73.3,,,, ,L4,48,38,,,13.444704,
1,127.27,119.35,-128.33,-158.06,39.62,36.39,F48VC108,VC,3,0.30,3,,,,0.31,,28.282527
1,127.23,119.48,-128.05,-158.09,38.6,37.49,,,, ,,,,,,,
1,128.51,118.71,-127.94,134.66,31.24,-10.65,,,, ,L1,35,21,,,5.417685,
1,126.6,118.79,-128.36,110.55,-86.33,73.05,,,, ,L2,24,19,,,3.361176,
1,125.38,119.55,-123.68,-13.8,74.8,18.48,,,, ,L3,63,42,,,19.503666,
1,128.45,122.47,-128.12,112.94,53.8,-87.61,F48VC109,VC,8,0.80,6,,,,0.71,,108.611685
1,129.12,122.71,-128.13,111.27,54.14,-87.84,,,, ,,,,,,,
1,129,120.87,-128.88,101.65,28.76,-33.06,,,, ,L1,30,23,,,5.08599,
1,130.41,124.18,-126.54,-148.37,33.65,-21.34,,,, ,L2,62,35,,,15.99507,
1,133.11,122.46,-127.08,173.54,42.23,-2.39,,,, ,L3,90,44,,,29.18916,
1,129.12,120.63,-129.78,62.17,-21.3,0.9,,,, ,L4,77,46,,,26.108082,
1,126.88,123.77,-129.89,6.51,-58.24,36.37,,,, ,L5,43,27,,,8.557731,
1,127.4,127.03,-130.26,-84.32,1.28,17.02,,,, ,L6,73,44,,,23.675652,
1,126.61,124.92,-126.3,89.44,83.97,118.08,F48VC110,VC,8,0.80,5,,,PC1LUMI7RE,1.24,,46.002411
1,126.33,125.67,-127.25,91.61,78.17,124.5,,,, ,,,,,,,
1,124.85,123.34,-126.74,53.38,0.08,35.18,,,, ,L1,36,25,,,6.6339,
1,126.78,124.08,-127.45,84.74,-20.6,71.28,,,, ,L2,19,14,,,1.960686,
1,126.92,125.93,-125.72,-124.11,-38.81,-77.9,,,, ,L3,23,19,,,3.221127,
1,125.12,126.49,-128.01,-62.04,-58.32,174.61,,,, ,L4,47,35,,,12.125295,
1,124.55,126.48,-129.89,-18.69,-59.61,-159.93,,,, ,L5,73,41,,,22.061403,
1,128.3,126.73,-123.86,76.49,68.68,70.52,F48VC111,VC,6,0.60,6,,,,0.86,,102.390561
1,128.24,126.54,-123.02,71.09,68.87,66.99,,,, ,,,,,,,
1,126.49,126.85,-124.96,20.69,-12.47,75,,,, ,L1,29,20,,,4.27518,
1,127.01,126.96,-118.41,-7.59,84.26,73.18,,,, ,L2,99,51,,,37.216179,
1,131.92,125.84,-123.26,150.05,49.58,-22.73,,,, ,L3,94,51,,,35.336574,
1,128.99,127.6,-125.21,167.33,-58.83,-103.44,,,, ,L4,38,26,,,7.282548,
1,127.09,130.24,-122.84,-100.05,24.45,-3.38,,,, ,L5,64,33,,,15.567552,
1,128.3,126.99,-125.89,-28.59,-13.83,33.57,,,, ,L6,23,16,,,2.712528,
1,127.71,129.47,-124.66,-10.1,22.37,54.5,F48VL11,VL,50,5.00,11,,,,4.73,,185.107923
1,130.68,132.79,-126.25,-11.29,33.39,48.32,,,, ,,,,,,,
1,126.63,129.58,-124.34,10.07,9.83,60.13,,,, ,L1,19,16,,,2.240784,
1,128.43,130.21,-122.43,-92,13.86,-35.64,,,, ,L2,28,23,,,4.746924,
1,128.37,129.28,-125.61,66,-52.29,-2.06,,,, ,L3,26,21,,,4.024566,
1,126.29,129.66,-126.58,24.72,-68.18,66.49,,,, ,L4,47,33,,,11.432421,
1,130.9,131.18,-124.53,-165.43,-19.96,-32.26,,,, ,L5,60,36,,,15.92136,
1,127.31,133.31,-125.12,-80.83,1.01,-8.68,,,, ,L6,70,45,,,23.21865,
1,127.23,130.11,-128.87,43.35,-50.77,44.71,,,, ,L7,95,56,,,39.21372,
1,132.97,133.27,-124.69,-156.65,18.79,-14.6,,,, ,L8,90,51,,,33.83289,
1,126.41,136.01,-127.42,-57.98,14.62,17.74,,,, ,L9,90,54,,,35.82306,
1,127.42,133.34,-128.45,22.84,-15.87,37.28,,,, ,L10,50,35,,,12.89925,
1,128.97,132.57,-127.61,111.72,-38.82,-13.4,,,, ,L11,17,14,,,1.754298,
1,126.18,132.46,-122.49,-134.01,81.34,-120.14,F48VC112,VC,8,0.80,6,,,,1.01,,74.911473
1,125.5,133.2,-122.48,-151.32,79.39,-139.11,,,, ,,,,,,,
1,126.54,132.56,-121.54,-93.96,-63.41,-73.12,,,, ,L1,24,21,,,3.714984,
1,124.71,133.32,-121.52,-72.68,-20.4,-52.44,,,, ,L3,53,28,,,10.938564,
1,122.08,132.07,-124,18.67,3.2,22.5,,,, ,L4,82,46,,,27.803412,
1,123.43,131.03,-119.85,18.89,42.37,43.9,,,, ,L5,74,46,,,25.090884,
1,128.11,133.14,-119.6,-138.75,20.39,-150.23,,,, ,L6,37,27,,,7.363629,
1,126.93,134.73,-120.65,11.02,45.91,66.83,F48VC113,VC,3,0.30,2,,,,0.20,,18.073692
1,127.02,134.89,-120.73,11.83,45.74,67.2,,,, ,,,,,,,
1,124.32,135.67,-120.94,4,12.57,27.25,,,, ,L1,53,34,,,13.282542,
1,127.79,135.34,-120.62,-156.59,-35.7,-39.03,,,, ,L2,26,25,,,4.79115,
1,127.53,135.43,-118.18,36.24,57.66,52.75,F48VL12,VL,252,25.20,18,,,,25.82,,538.046145
1,127.81,159.32,-108.4,-9.61,56.34,-49.42,,,, ,,,,,,,
1,125.66,134.78,-118.98,62.11,4.28,53.13,,,, ,L1,38,38,,,10.643724,
1,128.09,137.13,-119.44,-176.27,-63.22,-52.28,,,, ,L2,26,27,,,5.174442,
1,127.22,136.69,-113.93,87.11,80.41,173.09,,,, ,L3,65,44,,,21.08106,
1,129.54,135.44,-118.83,144.05,-34.18,-40.38,,,, ,L4,45,36,,,11.94102,
1,125.56,136.82,-120.9,37.41,-54.83,40.33,,,, ,L5,53,44,,,17.189172,
1,128.12,140.36,-118.33,-122.41,-44.11,-108.83,,,, ,L6,71,47,,,24.597027,
1,124.28,140,-116.35,-22.23,23.94,21.22,,,, ,L7,84,51,,,31.577364,
1,128.72,143.3,-114.57,-92,12.07,-36.94,,,, ,L8,98,54,,,39.007332,
1,126.72,143.23,-118.04,6.25,-72.12,82.79,,,, ,L9,102,60,F11405,,45.11052,
1,123.96,145.53,-112.19,-32.07,47.05,4.5,,,, ,L10,104,63,F21405,,48.294792,
1,129.01,143.39,-113.7,-84.61,12.5,-38.02,,,, ,L11,97,56,,,40.039272,
1,129.59,147.88,-111.67,-150.62,-3.62,-19.61,,,, ,L12,99,70,,,51.08103,
1,124.49,147.89,-113.46,10.97,-6.44,-0.17,,,, ,L13,84,57,,,35.292348,
1,125.5,152.68,-107.92,-54.26,44.95,11.57,,,, ,L14,83,54,,,33.036822,
1,129.41,154.04,-110.93,-162.38,-33.98,-19.59,,,, ,L15,83,53,,,32.425029,
1,124.5,156.68,-109.06,-29.9,2.29,19.81,,,, ,L16,87,54,,,34.628958,
1,128.96,159.74,-109.94,-129.28,-45.12,-25.89,,,, ,L17,83,41,,,25.083513,
1,129.79,160.04,-106.25,-113.42,18.11,-3.66,,,, ,L18,90,48,,,31.84272,
1,137.59,52.18,-126.18,170.1,39.95,18.8,F48IF77,IF,8,0.80,2,R8,,"10,11",0.78,,18.022095
1,137.2,52.21,-125.51,174.9,38.2,27.85,,,, ,,,,,,,
1,138.79,54.12,-126.72,150.81,-28.59,-61.9,,,, ,L1,43,36,,,11.410308,
1,137.34,52.41,-126.89,119.67,-23.75,33.12,,,, ,L2,39,23,,,6.611787,
1,137.35,52.61,-126.03,-130.66,17.25,83.2,F48PC110,PC,3,0.30,3,,,,0.27,,41.447133
1,137.22,52.82,-126.14,-131.3,18.19,82.13,,,, ,,,,,,,
1,138.05,54.23,-127.74,-144.3,-32.39,-30.11,,,, ,L1,53,49,,,19.142487,
1,137.07,52.85,-127.51,126.94,-69.63,-5.53,,,, ,L2,33,34,,,8.270262,
1,135.51,53.17,-127.66,4.73,-27.6,27.39,,,, ,L3,56,34,,,14.034384,
1,136.78,51.79,-125.81,95.68,48.01,-35.34,F48PL36,PL,114,11.40,8,,,,11.26,,217.66563
1,128.54,52.95,-118.22,99.79,28.33,-42.23,,,, ,,,,,,,
1,138.83,49.76,-125.99,150.79,15.26,-4.23,,,, ,L1,54,44,,,17.513496,
1,134.54,50.61,-126.66,44.7,0.22,7.59,,,, ,L2,80,38,,,22.40784,
1,134.29,48.3,-120.31,77.51,52.25,56.9,,,, ,L3,111,64,,,52.363584,
1,129.29,51.87,-123.94,47.98,-0.34,14,,,, ,L4,83,46,,,28.142478,
1,130.59,51.3,-123.98,31.73,4.27,3.06,,,, ,L5,82,48,,,29.012256,
1,130.43,50.5,-116.41,51.09,52.31,36.04,,,, ,L6,82,48,,,29.012256,
1,127.6,54.37,-116.62,-53.82,50.26,-44.82,,,, ,L7,67,40,,,19.75428,
1,127.58,50.39,-117.65,69.89,12.93,31.37,,,, ,L8,66,40,,,19.45944,
1,139.81,62.14,-125.94,143.44,46.08,-57.78,F48IF78,IF,5,0.50,5,,,12,0.50,,31.687929
1,139.46,62.46,-125.78,141.86,48.49,-55,,,, ,,,,,,,
1,140.83,61.13,-126.76,105.02,-35.48,-37.96,,,, ,L1,42,30,,,9.28746,
1,140.01,63.19,-126.7,25.89,-76.79,47.93,,,, ,L2,27,24,,,4.776408,
1,138.78,62.78,-126.07,30.24,-50.2,62.77,,,, ,L3,26,15,,,2.87469,
1,140.39,61.64,-124.48,140.26,2.98,-138.02,,,, ,L4,23,9,,,1.525797,
1,139.36,61.06,-126.74,124.91,-66.18,23.21,,,, ,L5,46,39,,,13.223574,
1,139.28,61.41,-124.89,-24.77,-25.22,59.4,F48PL37,PL,44,4.40,7,,,,4.79,,211.370796
1,135.45,63.09,-122.55,-32.35,-33.69,62.45,,,, ,,,,,,,
1,142.4,63.04,-123.68,163.04,29.11,-50.14,,,, ,L1,107,52,,,41.012244,
1,137.07,64.07,-126.62,-43.72,29.35,-12.28,,,, ,L2,83,45,,,27.530685,
1,134.31,61.15,-126.13,8.79,-11.04,32.46,,,, ,L3,107,65,,,51.265305,
1,137.33,65.51,-126.71,-126.25,-63.13,-145.33,,,, ,L4,86,48,,,30.427488,
1,136.06,66.49,-122.49,-89.53,19.64,-19.56,,,, ,L5,71,36,,,18.840276,
1,132.46,63.76,-123.91,-2.6,-23.9,29.99,,,, ,L6,60,34,,,15.03684,
1,133.08,62.57,-122.38,-8.35,33.15,71.4,,,, ,L7,86,43,,,27.257958,
1,133.12,58.76,-116.5,-90.81,39.89,106.71,F48VL13,VL,43,4.30,9,,,,4.64,,257.697531
1,128.79,60.21,-117.31,-106.51,41.22,94.39,,,, ,,,,,,,
1,133.82,61.03,-114.95,-95.93,61.37,-6.58,,,, ,L1,42,27,,,8.358714,
1,133.83,57.02,-118.47,119.02,8.23,-9.86,,,, ,L2,44,28,,,9.081072,
1,134.4,60.54,-117.68,-170.45,8.32,-28.71,,,, ,L3,23,16,,,2.712528,
1,129.73,56.73,-115.24,38.3,36.66,15.26,,,, ,L4,88,55,,,35.67564,
1,132.64,61.39,-120.59,-163.17,-55.09,-57.15,,,, ,L5,92,62,,,42.044184,
1,130.7,63.52,-113.91,-83.47,49.85,9.85,,,, ,L6,117,61,,,52.606827,
1,126.06,58.92,-115.37,-4.36,64.78,10.89,,,, ,L7,104,53,,,40.628952,
1,131.63,64.77,-117.12,-115.89,27.65,-12.22,,,, ,L8,92,52,,,35.262864,
1,126.7,62.44,-115.1,-36.45,60.16,29.51,,,, ,L9,85,50,,,31.32675,
1,136.85,53.34,-112.83,-170.37,26.95,23.04,F48I127,I,10,1.00,3,,,,0.92,,24.655995
1,136.91,52.65,-112.22,-169.29,26.83,22.81,,,, ,,,,,,,
1,135.81,54.12,-111.82,-115.33,24.2,65.64,,,, ,L1,29,28,,,5.985252,
1,139,53.25,-113.18,-136.04,8.67,32.5,,,, ,L2,42,33,,,10.216206,
1,136.69,54.09,-114.09,-46.61,-23.55,15.52,,,, ,L3,37,31,,,8.454537,
1,137.26,52.89,-112.11,-161.97,26.07,35.66,F48PL38,PL,77,7.70,6,,,,7.63,,127.466703
1,138.41,47.31,-107.04,-161.12,22.33,27.63,,,, ,,,,,,,
1,138.78,54.28,-110.28,-134.29,39.02,111.69,,,, ,L1,48,38,,,13.444704,
1,140.26,51.59,-109.98,128.52,86.03,-76.36,,,, ,L2,67,40,,,19.75428,
1,137.62,50.27,-106.28,-118.13,83.33,144.88,,,, ,L3,94,56,,,38.800944,
1,137.45,46.49,-110.67,71.59,-12.18,-20.08,,,, ,L4,66,37,,,17.999982,
1,141.02,48.38,-107.07,-134.4,17.19,52.4,,,, ,L5,73,41,,,22.061403,
1,139.52,45.55,-104.86,150.22,80.87,34.4,,,, ,L6,55,38,,,15.40539,
1,136.06,62.97,-101.64,44.92,-34.01,-67.2,F48I128,I,6,0.60,4,,,"14,15",0.73,,29.04174
1,135.47,63.37,-101.49,53.15,-37.41,-76.53,,,, ,,,,,,,
1,137.29,60.93,-99.45,127.57,8.91,49.68,,,, ,L1,30,24,,,5.30712,
1,136.24,62.51,-103.08,96.74,-19.97,-0.7,,,, ,L2,44,34,,,11.027016,
1,135.79,61.8,-101.81,86.19,-20.37,8.37,,,, ,L3,26,19,,,3.641274,
1,135.13,62.6,-102.84,-178.54,-34.55,13.69,,,, ,L4,41,30,,,9.06633,
1,135.55,62.52,-101.36,55.94,-25.29,-76.87,F48PC111,PC,22,2.20,5,,,F41604,2.54,,116.211186
1,133.14,62.74,-102.13,60.34,-23.29,-80.16,,,, ,,,,,,,
1,136.42,65.16,-102.97,-113.05,-5.95,-10.46,,,, ,L1,72,45,,,23.88204,
1,132.14,61.39,-105.59,21.75,-40.8,34.82,,,, ,L2,88,55,,,35.67564,
1,131.02,62.67,-101.89,11.36,16.78,42.74,,,, ,L3,62,35,,,15.99507,
1,132.61,66.66,-101.99,-78.02,16.62,10.27,,,, ,L4,77,44,,,24.972948,
1,134.01,64.58,-104.27,-135.87,-40.52,-61.8,,,, ,L5,56,38,,,15.685488,
1,142.37,59.02,-99.92,-147.75,59.33,80.43,F48VC114,VC,6,0.60,7,,,,0.73,,159.773796
1,142.53,58.31,-99.96,-144.56,59.03,82.68,,,, ,,,,,,,
1,142.52,59.78,-99.25,-111.42,50.7,32.48,,,, ,L1,28,23,,,4.746924,
1,142.63,61.71,-101.09,-90.42,20.23,25.72,,,, ,L2,50,38,,,14.0049,
1,139.76,58.01,-102.42,26.76,-28.41,-12.38,,,, ,L3,37,28,,,7.636356,
1,142.3,57.79,-104.21,43.17,-39,-10.39,,,, ,L4,87,46,,,29.498742,
1,141.8,54.76,-101,86.26,7.94,-21.39,,,, ,L5,71,44,,,23.027004,
1,145.3,56.45,-102.82,130.34,7.89,-23.37,,,, ,L6,107,46,,,36.280062,
1,146.3,57.89,-99.97,-174.38,34.62,-26.68,,,, ,L7,112,54,,,44.579808,
1,136.39,59.43,-96.36,6.69,61.49,156.29,F48PC112,PC,8,0.80,2,,,PC1OMBRE,0.88,,28.695303
1,135.55,59.23,-96.53,4.84,66.01,154.48,,,, ,,,,,,,
1,135.15,56.56,-94.94,29.32,47.97,-0.69,,,, ,L1,57,29,,,12.184263,
1,133.77,57.69,-95.22,-11.63,63.52,-52.1,,,, ,L2,64,35,,,16.51104,
1,141.92,64.06,-91.49,96.84,41.94,9.47,F48PL39,PL,68,6.80,8,,,,6.47,,171.677961
1,139.95,69.45,-88.51,36.8,23.68,-130,,,, ,,,,,,,
1,142.49,61.21,-90.02,105,24.8,-63.2,,,, ,L1,70,38,,,19.60686,
1,143.08,68.87,-87.22,-126.88,53.87,3.37,,,, ,L2,77,41,,,23.270247,
1,139.06,65.94,-87.81,-41.19,77.98,31.94,,,, ,L3,90,52,F31604,,34.49628,
1,140.74,68.9,-91.65,-94.56,-4.53,-68.72,,,, ,L4,89,42,,,27.552798,
1,137.97,69.16,-91.95,-40.91,-45.55,62.23,,,, ,L5,68,41,,,20.550348,
1,142.3,70.69,-88.02,-140.18,24.32,-1.32,,,, ,L6,65,33,,,15.810795,
1,140.1,70.86,-88.91,-78.61,-26.09,84.24,,,, ,L7,57,31,,,13.024557,
1,140.05,70.78,-85.87,-88.5,61.93,12.2,,,, ,L8,62,38,,,17.366076,
1,138.54,60.92,-88.76,57.04,10.49,-148.68,F48VC115,VC,2,0.20,4,,,,0.18,,49.208796
1,138.63,61.02,-88.88,56.71,12.76,-148.57,,,, ,,,,,,,
1,137.84,62.15,-86.96,30.81,74.85,33.34,,,, ,L1,35,22,,,5.67567,
1,135.57,59.16,-88.19,31.22,31.77,63.82,,,, ,L2,73,48,,,25.827984,
1,140.59,60.4,-90.81,-131.66,-50.43,-81.69,,,, ,L3,26,19,,,3.641274,
1,141,64.04,-89.3,-120.42,-37.63,-40.31,,,, ,L4,53,36,,,14.063868,
1,141.83,59.98,-85.13,166.78,51.91,-13.13,F48I130,I,5,0.50,3,,,,0.56,,17.535609
1,141.98,60.51,-85.21,165.57,52.08,-12.41,,,, ,,,,,,,
1,140.58,57.89,-85.13,123.4,14,64.22,,,, ,L1,37,30,,,8.18181,
1,141.8,59.85,-87.41,129.65,-3.06,3.65,,,, ,L2,37,27,,,7.363629,
1,140.27,59.55,-86.05,79.57,-12.32,16.5,,,, ,L3,18,15,,,1.99017,
1,141.79,60.32,-84.8,156.21,54.02,-5.53,F48PC113,PC,30,3.00,3,,,PC2OMBRE,3.00,,51.943437
1,141.17,62.7,-83.09,-176.31,38.6,31.19,,,, ,,,,,,,
